uniprot,EnsemblGeneID,genename,Description,MitoList,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,HPA_Main_Location_2020 (Reliability),complex,CI,CII,CIII,CIV,CV,mtRibo
Q96H20,ENSG00000159210,SNF8,SNF8 subunit of ESCRT-II,NonMito,,,Cytosol (Supported),Other,,,,,,
Q8TAD8,ENSG00000163877,SNIP1,Smad nuclear interacting protein 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O75324,ENSG00000184602,SNN,stannin,NonMito,,,Cytosol (Approved),Other,,,,,,
Q6UX34,ENSG00000182600,SNORC,secondary ossification center associated regulator of chondrocyte maturation,NonMito,,,Nucleoli;Nucleoplasm (Approved),Other,,,,,,
O15079,ENSG00000101298,SNPH,syntaphilin,NonMito,,,Mitochondria (Uncertain),Other,,,,,,
Q9NRH2,ENSG00000163788,SNRK,SNF related kinase,NonMito,,,Cell Junctions;Plasma membrane;Vesicles (Approved),Other,,,,,,
O75643,ENSG00000144028,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9BV90,ENSG00000161981,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q8WVK2,ENSG00000124380,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q16560,ENSG00000184209,SNRNP35,small nuclear ribonucleoprotein U11/U12 subunit 35,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q96DI7,ENSG00000060688,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q6IEG0,ENSG00000168566,SNRNP48,small nuclear ribonucleoprotein U11/U12 subunit 48,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P08621,ENSG00000104852,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P09012,ENSG00000077312,SNRPA,small nuclear ribonucleoprotein polypeptide A,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P09661,ENSG00000131876,SNRPA1,small nuclear ribonucleoprotein polypeptide A',NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P14678,ENSG00000125835,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P08579,ENSG00000125870,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,NonMito,,,Nuclear speckles (Enhanced),Other,,,,,,
P09234,ENSG00000124562,SNRPC,small nuclear ribonucleoprotein polypeptide C,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P62314,ENSG00000167088,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide,NonMito,,,,Other,,,,,,
P62316,ENSG00000125743,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,NonMito,,,Cytosol (Supported),Other,,,,,,
P62318,ENSG00000100028,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P62304,ENSG00000182004,SNRPE,small nuclear ribonucleoprotein polypeptide E,NonMito,,,,Other,,,,,,
P62306,ENSG00000139343,SNRPF,small nuclear ribonucleoprotein polypeptide F,NonMito,,,,Other,,,,,,
P62308,ENSG00000143977,SNRPG,small nuclear ribonucleoprotein polypeptide G,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
X5DP00,ENSG00000128739,SNRPN,small nuclear ribonucleoprotein polypeptide N,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q13424,ENSG00000101400,SNTA1,syntrophin alpha 1,NonMito,,,,Other,,,,,,
Q13884,ENSG00000172164,SNTB1,syntrophin beta 1,NonMito,,,,Other,,,,,,
Q13425,ENSG00000168807|ENSG00000260873,SNTB2,syntrophin beta 2,NonMito,,,,Other,,,,,,
Q9NSN8,ENSG00000147481,SNTG1,syntrophin gamma 1,NonMito,,,,Other,,,,,,
Q9NY99,ENSG00000172554|ENSG00000281020|ENSG00000281486,SNTG2,syntrophin gamma 2,NonMito,,,,Other,,,,,,
A6NMZ2,ENSG00000188817,SNTN,"sentan, cilia apical structure protein",NonMito,,,,Other,,,,,,
P55769,ENSG00000100138,SNU13,small nuclear ribonucleoprotein 13,NonMito,,,,Other,,,,,,
O95149,ENSG00000169371,SNUPN,snurportin 1,NonMito,,,Nuclear membrane (Supported),Other,,,,,,
Q9Y675,ENSG00000273173,SNURF,SNRPN upstream reading frame,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q13573,ENSG00000100603,SNW1,SNW domain containing 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q13596,ENSG00000028528,SNX1,sorting nexin 1,NonMito,,,Endosomes;Lysosomes (Enhanced),Other,,,,,,
Q9Y5X0,ENSG00000086300,SNX10,sorting nexin 10,NonMito,,,Microtubules;Nucleoplasm (Supported),Other,,,,,,
Q9Y5W9,ENSG00000002919,SNX11,sorting nexin 11,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9UMY4,ENSG00000147164,SNX12,sorting nexin 12,NonMito,,,,Other,,,,,,
Q9Y5W8,ENSG00000071189,SNX13,sorting nexin 13,NonMito,,,,Other,,,,,,
Q9Y5W7,ENSG00000135317,SNX14,sorting nexin 14,NonMito,,,Cytosol (Supported),Other,,,,,,
Q9NRS6,ENSG00000110025,SNX15,sorting nexin 15,NonMito,,,Cytosol;Nucleoli (Supported),Other,,,,,,
P57768,ENSG00000104497,SNX16,sorting nexin 16,NonMito,,,Vesicles (Supported),Other,,,,,,
Q15036,ENSG00000115234,SNX17,sorting nexin 17,NonMito,,,Vesicles (Supported),Other,,,,,,
Q96RF0,ENSG00000178996,SNX18,sorting nexin 18,NonMito,,,Cytosol (Approved),Other,,,,,,
Q92543,ENSG00000120451,SNX19,sorting nexin 19,NonMito,,,Mitochondria (Supported),Other,,,,,,
O60749,ENSG00000205302,SNX2,sorting nexin 2,NonMito,,,Endosomes;Lysosomes (Supported),Other,,,,,,
Q7Z614,ENSG00000167208,SNX20,sorting nexin 20,NonMito,,,Nucleoplasm (Uncertain),Other,,,,,,
Q969T3,ENSG00000124104,SNX21,sorting nexin family member 21,NonMito,,,Centriolar satellite;Vesicles (Approved),Other,,,,,,
Q96L94,ENSG00000157734,SNX22,sorting nexin 22,NonMito,,,Nucleoplasm;Vesicles (Approved),Other,,,,,,
Q9Y343,ENSG00000064652,SNX24,sorting nexin 24,NonMito,,,Vesicles (Approved),Other,,,,,,
Q9H3E2,ENSG00000109762,SNX25,sorting nexin 25,NonMito,,,Vesicles (Supported),Other,,,,,,
Q96L92,ENSG00000143376,SNX27,sorting nexin 27,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q8TEQ0,ENSG00000048471,SNX29,sorting nexin 29,NonMito,,,,Other,,,,,,
O60493,ENSG00000112335,SNX3,sorting nexin 3,NonMito,,,,Other,,,,,,
Q5VWJ9,ENSG00000148158,SNX30,sorting nexin family member 30,NonMito,,,Cytosol;Nucleoli;Nucleoplasm (Approved),Other,,,,,,
Q8N9S9,ENSG00000174226,SNX31,sorting nexin 31,NonMito,,,Golgi apparatus;Nucleoplasm (Approved),Other,,,,,,
Q86XE0,ENSG00000172803,SNX32,sorting nexin 32,NonMito,,,Cell Junctions;Focal adhesion sites (Uncertain),Other,,,,,,
Q8WV41,ENSG00000173548,SNX33,sorting nexin 33,NonMito,,,,Other,,,,,,
O95219,ENSG00000114520,SNX4,sorting nexin 4,NonMito,,,,Other,,,,,,
Q9Y5X3,ENSG00000089006,SNX5,sorting nexin 5,NonMito,,,Cytosol;Vesicles (Supported),Other,,,,,,
Q9UNH7,ENSG00000129515,SNX6,sorting nexin 6,NonMito,,,Endosomes;Lysosomes (Supported),Other,,,,,,
Q9UNH6,ENSG00000162627,SNX7,sorting nexin 7,NonMito,,,Cytosol;Nucleoli fibrillar center (Approved),Other,,,,,,
Q9Y5X2,ENSG00000106266,SNX8,sorting nexin 8,NonMito,,,Vesicles (Supported),Other,,,,,,
Q9Y5X1,ENSG00000130340,SNX9,sorting nexin 9,NonMito,,,Cytosol;Plasma membrane (Enhanced),Other,,,,,,
P35610,ENSG00000057252,SOAT1,sterol O-acyltransferase 1,NonMito,,,Endoplasmic reticulum (Enhanced),Other,,,,,,
O75908,ENSG00000167780,SOAT2,sterol O-acyltransferase 2,NonMito,,,,Other,,,,,,
A7XYQ1,ENSG00000112320,SOBP,sine oculis binding protein homolog,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O15524,ENSG00000185338,SOCS1,suppressor of cytokine signaling 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O14508,ENSG00000120833,SOCS2,suppressor of cytokine signaling 2,NonMito,,,Endoplasmic reticulum (Approved),Other,,,,,,
O14543,ENSG00000184557,SOCS3,suppressor of cytokine signaling 3,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8WXH5,ENSG00000180008,SOCS4,suppressor of cytokine signaling 4,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
O75159,ENSG00000171150,SOCS5,suppressor of cytokine signaling 5,NonMito,,,Cytosol (Approved),Other,,,,,,
O14544,ENSG00000170677,SOCS6,suppressor of cytokine signaling 6,NonMito,,,Nuclear speckles (Approved),Other,,,,,,
O14512,ENSG00000274211|ENSG00000274229,SOCS7,suppressor of cytokine signaling 7,NonMito,,,Cytosol (Approved),Other,,,,,,
P00441,ENSG00000142168,SOD1,superoxide dismutase 1,Mito,IMS,Metabolism;Detoxification;ROS and glutathione metabolism,Cytosol;Nucleoplasm;Plasma membrane (Supported),Other,,,,,,
P04179,ENSG00000112096|ENSG00000285441,SOD2,superoxide dismutase 2,Mito,Matrix,Metabolism;Detoxification;ROS and glutathione metabolism,Mitochondria (Enhanced),Other,,,,,,
P08294,ENSG00000109610,SOD3,superoxide dismutase 3,NonMito,,,,Other,,,,,,
O94964,ENSG00000149639,SOGA1,"suppressor of glucose, autophagy associated 1",NonMito,,,Cytosol;Nucleoli (Approved),Other,,,,,,
Q5TF21,ENSG00000214338,SOGA3,SOGA family member 3,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q5JUK2,ENSG00000165643,SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1,NonMito,,,Nuclear speckles (Approved),Other,,,,,,
0,ENSG00000120669,SOHLH2,spermatogenesis and oogenesis specific basic helix-loop-helix 2,NonMito,,,Vesicles (Uncertain),Other,,,,,,
P18583,ENSG00000159140,SON,SON DNA and RNA binding protein,NonMito,,,Nuclear speckles (Enhanced),Other,,,,,,
Q9BX66,ENSG00000095637,SORBS1,sorbin and SH3 domain containing 1,NonMito,,,Focal adhesion sites (Supported),Other,,,,,,
O94875,ENSG00000154556,SORBS2,sorbin and SH3 domain containing 2,NonMito,,,,Other,,,,,,
O60504,ENSG00000120896,SORBS3,sorbin and SH3 domain containing 3,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8WY21,ENSG00000108018,SORCS1,sortilin related VPS10 domain containing receptor 1,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q96PQ0,ENSG00000184985,SORCS2,sortilin related VPS10 domain containing receptor 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9UPU3,ENSG00000156395,SORCS3,sortilin related VPS10 domain containing receptor 3,NonMito,,,,Other,,,,,,
Q00796,ENSG00000140263,SORD,sorbitol dehydrogenase,NonMito,,,Cytosol (Approved),Other,,,,,,
Q92673,ENSG00000137642,SORL1,sortilin related receptor 1,NonMito,,,,Other,,,,,,
Q99523,ENSG00000134243,SORT1,sortilin 1,NonMito,,,Cytosol;Golgi apparatus (Approved),Other,,,,,,
Q07889,ENSG00000115904,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1,NonMito,,,Cytosol (Approved),Other,,,,,,
Q07890,ENSG00000100485,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9BQB4,ENSG00000167941,SOST,sclerostin,NonMito,,,,Other,,,,,,
Q6X4U4,ENSG00000171243,SOSTDC1,sclerostin domain containing 1,NonMito,,,,Other,,,,,,
0,ENSG00000198944,SOWAHA,sosondowah ankyrin repeat domain family member A,NonMito,,,,Other,,,,,,
A6NEL2,ENSG00000186212,SOWAHB,sosondowah ankyrin repeat domain family member B,NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
Q53LP3,ENSG00000198142,SOWAHC,sosondowah ankyrin repeat domain family member C,NonMito,,,Cytosol (Approved),Other,,,,,,
A6NJG2,ENSG00000187808,SOWAHD,sosondowah ankyrin repeat domain family member D,NonMito,,,,Other,,,,,,
O00570,ENSG00000182968,SOX1,SRY-box transcription factor 1,NonMito,,,,Other,,,,,,
P56693,ENSG00000100146,SOX10,SRY-box transcription factor 10,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P35716,ENSG00000176887,SOX11,SRY-box transcription factor 11,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O15370,ENSG00000177732,SOX12,SRY-box transcription factor 12,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9UN79,ENSG00000143842,SOX13,SRY-box transcription factor 13,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
O95416,ENSG00000168875,SOX14,SRY-box transcription factor 14,NonMito,,,,Other,,,,,,
O60248,ENSG00000129194,SOX15,SRY-box transcription factor 15,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9H6I2,ENSG00000164736,SOX17,SRY-box transcription factor 17,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P35713,ENSG00000203883,SOX18,SRY-box transcription factor 18,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P48431,ENSG00000181449,SOX2,SRY-box transcription factor 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9Y651,ENSG00000125285,SOX21,SRY-box transcription factor 21,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P41225,ENSG00000134595,SOX3,SRY-box transcription factor 3,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
O94993,ENSG00000039600,SOX30,SRY-box transcription factor 30,NonMito,,,,Other,,,,,,
Q06945,ENSG00000124766,SOX4,SRY-box transcription factor 4,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P35711,ENSG00000134532,SOX5,SRY-box transcription factor 5,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P35712,ENSG00000110693,SOX6,SRY-box transcription factor 6,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9BT81,ENSG00000171056|ENSG00000285438,SOX7,SRY-box transcription factor 7,NonMito,,,Nuclear speckles (Approved),Other,,,,,,
P57073,ENSG00000005513,SOX8,SRY-box transcription factor 8,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P48436,ENSG00000125398,SOX9,SRY-box transcription factor 9,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P08047,ENSG00000185591,SP1,Sp1 transcription factor,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P23497,ENSG00000067066,SP100,SP100 nuclear antigen,NonMito,,,Nuclear bodies (Supported),Other,,,,,,
Q9HB58,ENSG00000135899,SP110,SP110 nuclear body protein,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q13342,ENSG00000079263,SP140,SP140 nuclear body protein,NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
Q9H930,ENSG00000185404,SP140L,SP140 nuclear body protein like,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q02086,ENSG00000167182,SP2,Sp2 transcription factor,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q02447,ENSG00000172845,SP3,Sp3 transcription factor,NonMito,,,,Other,,,,,,
Q02446,ENSG00000105866,SP4,Sp4 transcription factor,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q6BEB4,ENSG00000204335,SP5,Sp5 transcription factor,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q3SY56,ENSG00000189120,SP6,Sp6 transcription factor,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q8TDD2,ENSG00000170374,SP7,Sp7 transcription factor,NonMito,,,,Other,,,,,,
Q8IXZ3,ENSG00000164651,SP8,Sp8 transcription factor,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P0CG40,ENSG00000217236,SP9,Sp9 transcription factor,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q15506,ENSG00000064199,SPA17,sperm autoantigenic protein 17,NonMito,,,Vesicles (Approved),Other,,,,,,
Q9HBV2,ENSG00000118434,SPACA1,sperm acrosome associated 1,NonMito,,,,Other,,,,,,
Q8IXA5,ENSG00000141316,SPACA3,sperm acrosome associated 3,NonMito,,,,Other,,,,,,
Q8TDM5,ENSG00000177202,SPACA4,sperm acrosome associated 4,NonMito,,,,Other,,,,,,
0,ENSG00000171489,SPACA5,sperm acrosome associated 5,NonMito,,,,Other,,,,,,
0,ENSG00000171478,SPACA5B,sperm acrosome associated 5B,NonMito,,,,Other,,,,,,
Q96KW9,ENSG00000153498|ENSG00000275865,SPACA7,sperm acrosome associated 7,NonMito,,,,Other,,,,,,
Q96E40,ENSG00000165698,SPACA9,sperm acrosome associated 9,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q07617,ENSG00000104450,SPAG1,sperm associated antigen 1,NonMito,,,Cytosol (Supported),Other,,,,,,
A0A0A0MR37,ENSG00000178287|ENSG00000285507,SPAG11A,sperm associated antigen 11A,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q08648,ENSG00000164871|ENSG00000274405|ENSG00000288309,SPAG11B,sperm associated antigen 11B,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q8N0X2,ENSG00000144451,SPAG16,sperm associated antigen 16,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q6Q759,ENSG00000155761,SPAG17,sperm associated antigen 17,NonMito,,,,Other,,,,,,
Q9NPE6,ENSG00000061656,SPAG4,sperm associated antigen 4,NonMito,,,,Other,,,,,,
Q96R06,ENSG00000076382,SPAG5,sperm associated antigen 5,NonMito,,,,Other,,,,,,
O75602,ENSG00000077327,SPAG6,sperm associated antigen 6,NonMito,,,,Other,,,,,,
O75391,ENSG00000091640,SPAG7,sperm associated antigen 7,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q99932,ENSG00000137098,SPAG8,sperm associated antigen 8,NonMito,,,,Other,,,,,,
O60271,ENSG00000008294,SPAG9,sperm associated antigen 9,NonMito,,,Centriolar satellite;Cytosol (Enhanced),Other,,,,,,
P38567,ENSG00000106304,SPAM1,sperm adhesion molecule 1,NonMito,,,,Other,,,,,,
0,ENSG00000198021,SPANXA1,"sperm protein associated with the nucleus, X-linked, family member A1",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
0,ENSG00000203926,SPANXA2,SPANX family member A2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9NS25,ENSG00000227234,SPANXB1,SPANX family member B1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
0,ENSG00000227234,SPANXB2,"SPANX family, member B2",NonMito,,,,Other,,,,,,
Q9NY87,ENSG00000198573,SPANXC,SPANX family member C,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9BXN6,ENSG00000196406,SPANXD,SPANX family member D,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
0,ENSG00000196406,SPANXE,"SPANX family, member E",NonMito,,,,Other,,,,,,
0,ENSG00000235604,SPANXF1,"SPANX family, member F1",NonMito,,,,Other,,,,,,
Q5VSR9,ENSG00000203923,SPANXN1,SPANX family member N1,NonMito,,,,Other,,,,,,
Q5MJ10,ENSG00000268988,SPANXN2,SPANX family member N2,NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
Q5MJ09,ENSG00000189252,SPANXN3,SPANX family member N3,NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
Q5MJ08,ENSG00000189326,SPANXN4,SPANX family member N4,NonMito,,,,Other,,,,,,
Q5MJ07,ENSG00000204363,SPANXN5,SPANX family member N5,NonMito,,,,Other,,,,,,
P09486,ENSG00000113140,SPARC,secreted protein acidic and cysteine rich,NonMito,,,Vesicles (Approved),Other,,,,,,
Q14515,ENSG00000152583,SPARCL1,SPARC like 1,NonMito,,,,Other,,,,,,
Q8N0X7,ENSG00000133104,SPART,spartin,NonMito,,,Cytosol (Supported),Other,,,,,,
Q9UBP0,ENSG00000021574,SPAST,spastin,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q7Z6I5,ENSG00000186451,SPATA12,spermatogenesis associated 12,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q96N96,ENSG00000182957,SPATA13,spermatogenesis associated 13,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9BXB7,ENSG00000144962,SPATA16,spermatogenesis associated 16,NonMito,,,,Other,,,,,,
Q96L03,ENSG00000162814,SPATA17,spermatogenesis associated 17,NonMito,,,Nucleoli;Nucleoplasm (Approved),Other,,,,,,
Q8TC71,ENSG00000163071,SPATA18,spermatogenesis associated 18,NonMito,,,Mitochondria (Supported),Other,,,,,,
Q7Z5L4,ENSG00000166118,SPATA19,spermatogenesis associated 19,Mito,unknown,0,,Other,,,,,,
Q9UM82,ENSG00000158480,SPATA2,spermatogenesis associated 2,NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
Q8TB22,ENSG00000006282,SPATA20,spermatogenesis associated 20,Mito,Matrix,0,Nucleoplasm (Approved),Other,,,,,,
Q7Z572,ENSG00000187144,SPATA21,spermatogenesis associated 21,NonMito,,,Cytosol;Vesicles (Approved),Other,,,,,,
Q8NHS9,ENSG00000141255,SPATA22,spermatogenesis associated 22,NonMito,,,,Other,,,,,,
Q86W54,ENSG00000170469,SPATA24,spermatogenesis associated 24,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
Q9BR10,ENSG00000149634,SPATA25,spermatogenesis associated 25,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q8IUW3,ENSG00000158792,SPATA2L,spermatogenesis associated 2 like,NonMito,,,Mitochondria;Nucleoplasm (Approved),Other,,,,,,
Q8NHX4,ENSG00000173699,SPATA3,spermatogenesis associated 3,NonMito,,,,Other,,,,,,
A0A0R4J2F1,ENSG00000204849,SPATA31A1,SPATA31 subfamily A member 1,NonMito,,,,Other,,,,,,
0,ENSG00000204848,SPATA31A2,"SPATA31 subfamily A, member 2",NonMito,,,,Other,,,,,,
Q5VYP0,ENSG00000275969,SPATA31A3,SPATA31 subfamily A member 3,NonMito,,,,Other,,,,,,
0,ENSG00000234214,SPATA31A4,"SPATA31 subfamily A, member 4",NonMito,,,,Other,,,,,,
Q5VU36,ENSG00000276581,SPATA31A5,SPATA31 subfamily A member 5,NonMito,,,,Other,,,,,,
Q5VVP1,ENSG00000185775,SPATA31A6,SPATA31 subfamily A member 6,NonMito,,,,Other,,,,,,
Q8IWB4,ENSG00000276040,SPATA31A7,SPATA31 subfamily A member 7,NonMito,,,,Other,,,,,,
P0DKV0,,SPATA31C1,SPATA31 subfamily C member 1,NonMito,,,,Other,,,,,,
B4DYI2,,SPATA31C2,SPATA31 subfamily C member 2,NonMito,,,,Other,,,,,,
Q6ZQQ2,ENSG00000214929,SPATA31D1,SPATA31 subfamily D member 1,NonMito,,,,Other,,,,,,
P0C874,ENSG00000186788,SPATA31D3,SPATA31 subfamily D member 3,NonMito,,,,Other,,,,,,
Q6ZUB0,ENSG00000189357,SPATA31D4,SPATA31 subfamily D member 4,NonMito,,,,Other,,,,,,
Q6ZUB1,ENSG00000177992,SPATA31E1,SPATA31 subfamily E member 1,NonMito,,,,Other,,,,,,
Q96LK8,ENSG00000184361,SPATA32,spermatogenesis associated 32,NonMito,,,,Other,,,,,,
Q96N06,ENSG00000167523,SPATA33,spermatogenesis associated 33,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8NEY3,ENSG00000150628,SPATA4,spermatogenesis associated 4,NonMito,,,,Other,,,,,,
Q537H7,ENSG00000185523,SPATA45,spermatogenesis associated 45,NonMito,,,,Other,,,,,,
Q5T0L3,ENSG00000171722,SPATA46,spermatogenesis associated 46,NonMito,,,,Other,,,,,,
0,ENSG00000164500,SPATA48,spermatogenesis associated 48,NonMito,,,,Other,,,,,,
Q8NB90,ENSG00000145375,SPATA5,spermatogenesis associated 5,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9BVQ7,ENSG00000171763,SPATA5L1,spermatogenesis associated 5 like 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
